order_id,customer_id,order_date,order_type,order_status,tracking_code,shipping_amount,order_line_id,product_id,price,quantity
11396-9OGK93,11396,2016-03-09,Online,Shipped,,14.18,11396-9OGK93-2,240,23.25,1
11396-9OGK93,11396,2016-03-09,Online,Shipped,,14.18,11396-9OGK93-3,230,83.25,4
11396-9OGK93,11396,2016-03-09,Online,Shipped,,14.18,11396-9OGK93-4,140,28.75,1
12380-5YTN97,12380,2016-09-12,Online,Shipped,,14.61,12380-5YTN97-1,220,48.5,1
10123-6CCZ02,10123,2019-11-20,Online,Shipped,,16.96,10123-6CCZ02-1,330,103.95,1
12712-9CCI55,12712,2017-04-04,Online,Shipped,,12.22,12712-9CCI55-1,140,18.17,1
12712-9CCI55,12712,2017-04-04,Online,Shipped,,12.22,12712-9CCI55-2,340,11.66,1
11372-4KUJ43,11372,2015-10-25,Retail,Completed,,15.54,11372-4KUJ43-1,130,30.08,1
11372-4KUJ43,11372,2015-10-25,Retail,Completed,,15.54,11372-4KUJ43-2,220,45.5,1
11372-4KUJ43,11372,2015-10-25,Retail,Completed,,15.54,11372-4KUJ43-3,120,36.36,1
11372-4KUJ43,11372,2015-10-25,Retail,Completed,,15.54,11372-4KUJ43-4,210,98.0,1
11372-4KUJ43,11372,2015-10-25,Retail,Completed,,15.54,11372-4KUJ43-5,150,21.09,1
12720-4JPM73,12720,2015-07-13,Online,Shipped,,18.19,12720-4JPM73-1,340,13.09,1
12720-4JPM73,12720,2015-07-13,Online,Shipped,,18.19,12720-4JPM73-2,140,26.22,3
12720-4JPM73,12720,2015-07-13,Online,Shipped,,18.19,12720-4JPM73-3,130,33.28,1
11455-4GJH68,11455,2018-06-08,Retail,Completed,,17.83,11455-4GJH68-1,140,23.69,1
11484-5QCP94,11484,2016-09-02,Retail,Completed,,10.22,11484-5QCP94-1,220,61.0,4
12401-2CZF97,12401,2018-06-24,Online,Shipped,,15.32,12401-2CZF97-1,220,57.5,1
11074-3WOI30,11074,2017-11-25,Online,Shipped,,11.1,11074-3WOI30-1,160,17.28,1
11817-3VAS81,11817,2018-02-12,Retail,Completed,0RUAWX,11.6,11817-3VAS81-1,160,15.36,1
11817-3VAS81,11817,2018-02-12,Retail,Completed,0RUAWX,11.6,11817-3VAS81-2,230,73.5,1
11817-3VAS81,11817,2018-02-12,Retail,Completed,0RUAWX,11.6,11817-3VAS81-3,120,31.32,1
11817-3VAS81,11817,2018-02-12,Retail,Completed,0RUAWX,11.6,11817-3VAS81-4,240,26.5,1
11350-7OPW94,11350,2019-05-11,Retail,Completed,,15.62,11350-7OPW94-1,220,50.5,1
10001-0WLN09,10001,2016-03-25,Online,Shipped,,6.0,10001-0WLN09-1,320,62.04,3
10001-0WLN09,10001,2016-03-25,Online,Shipped,,6.0,10001-0WLN09-2,140,24.38,1
10001-0WLN09,10001,2016-03-25,Online,Shipped,,6.0,10001-0WLN09-3,160,17.92,1
12739-2ZFA02,12739,2019-06-01,Online,Shipped,,16.66,12739-2ZFA02-1,150,19.95,1
12138-2RNG96,12138,2015-06-27,Online,Shipped,0BNBFV,5.43,12138-2RNG96-1,140,20.7,1
12138-2RNG96,12138,2015-06-27,Online,Shipped,0BNBFV,5.43,12138-2RNG96-2,320,71.28,1
12138-2RNG96,12138,2015-06-27,Online,Shipped,0BNBFV,5.43,12138-2RNG96-3,240,23.5,1
10728-7CTD32,10728,2017-11-13,Online,Shipped,,8.09,10728-7CTD32-1,320,79.2,1
12803-1JQL67,12803,2018-08-11,Retail,Completed,,11.91,12803-1JQL67-1,150,16.91,1
11751-1ZTC08,11751,2018-04-23,Online,Shipped,,16.38,11751-1ZTC08-1,140,23.69,1
11711-8NGQ74,11711,2015-10-03,Retail,Completed,,6.81,11711-8NGQ74-1,110,46.33,3
11711-8NGQ74,11711,2015-10-03,Retail,Completed,,6.81,11711-8NGQ74-2,230,77.25,4
10156-6AHV09,10156,2016-11-02,Online,Shipped,,7.19,10156-6AHV09-1,330,95.04,1
12572-2NPW62,12572,2020-04-06,Online,Shipped,,12.41,12572-2NPW62-1,160,12.8,1
10574-6JLY90,10574,2015-09-01,Retail,Completed,,7.84,10574-6JLY90-1,330,97.02,1
10856-3ROF40,10856,2017-12-26,Retail,Completed,,13.51,10856-3ROF40-1,330,112.86,1
12620-1QTY33,12620,2017-12-23,Retail,Completed,,7.03,12620-1QTY33-1,240,25.0,1
12620-1QTY33,12620,2017-12-23,Retail,Completed,,7.03,12620-1QTY33-2,230,75.75,1
12620-1QTY33,12620,2017-12-23,Retail,Completed,,7.03,12620-1QTY33-3,310,32.67,1
10761-2HZW18,10761,2017-11-01,Online,Shipped,,10.78,10761-2HZW18-1,310,29.7,1
10913-2QVY15,10913,2019-02-04,Online,Shipped,,5.02,10913-2QVY15-1,330,84.15,1
12990-2HQZ18,12990,2018-02-03,Online,Shipped,,15.63,12990-2HQZ18-1,330,91.08,1
11905-6SUA39,11905,2020-10-02,Retail,Completed,,12.12,11905-6SUA39-1,240,26.5,1
12787-4WEM75,12787,2017-03-08,Online,Shipped,,9.76,12787-4WEM75-1,160,16.64,1
10203-4CYO30,10203,2016-10-25,Online,Shipped,,17.42,10203-4CYO30-1,160,14.72,1
10996-7TUT90,10996,2018-06-18,Online,Shipped,,8.75,10996-7TUT90-1,140,21.39,1
10996-7TUT90,10996,2018-06-18,Online,Shipped,,8.75,10996-7TUT90-2,220,46.5,1
10996-7TUT90,10996,2018-06-18,Online,Shipped,,8.75,10996-7TUT90-3,240,25.75,2
10169-2QSE84,10169,2016-12-21,Online,Shipped,,16.17,10169-2QSE84-1,230,66.0,1
11540-5FHB26,11540,2020-09-06,Online,Shipped,,16.17,11540-5FHB26-1,240,26.25,1
11540-5FHB26,11540,2020-09-06,Online,Shipped,,16.17,11540-5FHB26-2,310,29.7,1
11540-5FHB26,11540,2020-09-06,Online,Shipped,,16.17,11540-5FHB26-3,130,36.16,1
11540-5FHB26,11540,2020-09-06,Online,Shipped,,16.17,11540-5FHB26-4,240,27.0,1
11540-5FHB26,11540,2020-09-06,Online,Shipped,,16.17,11540-5FHB26-5,160,15.2,4
10489-5FBV89,10489,2016-07-13,Online,Shipped,,9.44,10489-5FBV89-1,150,16.91,1
12523-5BJM67,12523,2020-08-20,Online,Shipped,,5.76,12523-5BJM67-1,230,76.5,1
12523-5BJM67,12523,2020-08-20,Online,Shipped,,5.76,12523-5BJM67-2,230,75.0,1
12523-5BJM67,12523,2020-08-20,Online,Shipped,,5.76,12523-5BJM67-3,230,67.5,1
12523-5BJM67,12523,2020-08-20,Online,Shipped,,5.76,12523-5BJM67-4,230,59.25,1
10024-2QNZ88,10024,2016-12-12,Retail,Completed,,14.12,10024-2QNZ88-1,140,19.78,1
11043-7HZZ66,11043,2016-12-13,Online,Shipped,,8.37,11043-7HZZ66-1,160,15.68,1
11020-3NHD41,11020,2018-04-01,Online,Shipped,2GEZMQ,9.09,11020-3NHD41-1,340,12.32,1
11020-3NHD41,11020,2018-04-01,Online,Shipped,2GEZMQ,9.09,11020-3NHD41-2,150,15.2,1
10586-9UZT46,10586,2018-09-16,Retail,Completed,,14.52,10586-9UZT46-1,150,16.15,1
10586-9UZT46,10586,2018-09-16,Retail,Completed,,14.52,10586-9UZT46-2,120,28.44,1
12053-3XYI03,12053,2020-11-08,Online,Shipped,,18.97,12053-3XYI03-1,320,64.02,1
12053-3XYI03,12053,2020-11-08,Online,Shipped,,18.97,12053-3XYI03-2,130,33.92,1
12053-3XYI03,12053,2020-11-08,Online,Shipped,,18.97,12053-3XYI03-3,340,12.76,1
12053-3XYI03,12053,2020-11-08,Online,Shipped,,18.97,12053-3XYI03-4,240,23.5,1
12053-3XYI03,12053,2020-11-08,Online,Shipped,,18.97,12053-3XYI03-5,140,25.07,1
12624-7FTH20,12624,2017-09-12,Retail,Completed,,5.82,12624-7FTH20-1,340,11.44,1
10165-2OGC25,10165,2019-08-20,Online,Shipped,,15.58,10165-2OGC25-1,230,81.0,1
10165-2OGC25,10165,2019-08-20,Online,Shipped,,15.58,10165-2OGC25-2,410,257.6,1
11343-9NDV10,11343,2019-06-18,Retail,Completed,,13.9,11343-9NDV10-1,330,97.02,1
12708-2RQJ32,12708,2015-04-13,Online,Shipped,,17.53,12708-2RQJ32-1,140,27.14,1
12832-8NNX30,12832,2016-11-25,Online,Shipped,,8.61,12832-8NNX30-1,140,20.24,1
12215-7VGW93,12215,2017-02-23,Online,Shipped,6DWUIH,6.23,12215-7VGW93-1,230,66.0,1
12215-7VGW93,12215,2017-02-23,Online,Shipped,6DWUIH,6.23,12215-7VGW93-2,340,11.55,1
12215-7VGW93,12215,2017-02-23,Online,Shipped,6DWUIH,6.23,12215-7VGW93-3,410,239.2,1
12711-9HYI35,12711,2016-06-11,Retail,Completed,,6.17,12711-9HYI35-1,130,31.36,3
12711-9HYI35,12711,2016-06-11,Retail,Completed,,6.17,12711-9HYI35-2,230,82.5,1
11200-9HQG64,11200,2017-12-27,Retail,Completed,,16.31,11200-9HQG64-1,230,69.0,1
11200-9HQG64,11200,2017-12-27,Retail,Completed,,16.31,11200-9HQG64-2,130,29.12,1
12220-9JQV25,12220,2015-06-19,Retail,Completed,,6.29,12220-9JQV25-1,160,17.92,2
12022-3ZVS70,12022,2016-04-07,Retail,Completed,,6.48,12022-3ZVS70-1,220,51.0,2
12022-3ZVS70,12022,2016-04-07,Retail,Completed,,6.48,12022-3ZVS70-2,420,432.0,1
12022-3ZVS70,12022,2016-04-07,Retail,Completed,,6.48,12022-3ZVS70-3,110,34.44,1
12022-3ZVS70,12022,2016-04-07,Retail,Completed,,6.48,12022-3ZVS70-4,330,116.82,1
12251-9KQM72,12251,2019-07-04,Online,Shipped,,10.69,12251-9KQM72-1,120,37.08,1
12943-4YPU92,12943,2016-04-03,Online,Shipped,,15.65,12943-4YPU92-1,320,52.8,1
12051-6IJZ27,12051,2020-06-09,Online,Shipped,1DAZXB,5.07,12051-6IJZ27-1,220,52.0,1
12051-6IJZ27,12051,2020-06-09,Online,Shipped,1DAZXB,5.07,12051-6IJZ27-2,160,16.64,1
12051-6IJZ27,12051,2020-06-09,Online,Shipped,1DAZXB,5.07,12051-6IJZ27-3,120,37.8,1
10583-3TVW05,10583,2019-09-07,Online,Shipped,,8.12,10583-3TVW05-1,330,115.83,1
11703-9MKH65,11703,2018-01-08,Retail,Completed,7ODDFP,13.73,11703-9MKH65-1,120,34.56,1
11703-9MKH65,11703,2018-01-08,Retail,Completed,7ODDFP,13.73,11703-9MKH65-2,340,9.9,1
11703-9MKH65,11703,2018-01-08,Retail,Completed,7ODDFP,13.73,11703-9MKH65-3,160,14.24,1
11703-9MKH65,11703,2018-01-08,Retail,Completed,7ODDFP,13.73,11703-9MKH65-4,240,24.25,1
11703-9MKH65,11703,2018-01-08,Retail,Completed,7ODDFP,13.73,11703-9MKH65-5,410,248.4,1
11703-9MKH65,11703,2018-01-08,Retail,Completed,7ODDFP,13.73,11703-9MKH65-6,130,29.76,1
11703-9MKH65,11703,2018-01-08,Retail,Completed,7ODDFP,13.73,11703-9MKH65-7,240,27.75,2
12380-7GYU10,12380,2016-08-22,Online,Shipped,,13.83,12380-7GYU10-1,240,25.25,1
11239-4IDX13,11239,2018-08-26,Online,Shipped,,10.72,11239-4IDX13-1,120,33.84,3
11239-4IDX13,11239,2018-08-26,Online,Shipped,,10.72,11239-4IDX13-2,240,29.5,1
10801-1KBB63,10801,2017-05-23,Online,Shipped,,14.11,10801-1KBB63-1,230,71.25,1
12758-8RFY45,12758,2018-09-26,Online,Shipped,4ZLGIU,17.5,12758-8RFY45-1,160,15.04,1
12758-8RFY45,12758,2018-09-26,Online,Shipped,4ZLGIU,17.5,12758-8RFY45-2,140,24.84,1
12686-4PUP21,12686,2016-08-27,Online,Shipped,,6.74,12686-4PUP21-1,150,22.04,1
12686-4PUP21,12686,2016-08-27,Online,Shipped,,6.74,12686-4PUP21-2,220,48.0,1
10508-3JJO85,10508,2020-04-07,Online,Shipped,,15.77,10508-3JJO85-1,330,115.83,2
10508-3JJO85,10508,2020-04-07,Online,Shipped,,15.77,10508-3JJO85-2,160,17.28,1
10508-3JJO85,10508,2020-04-07,Online,Shipped,,15.77,10508-3JJO85-3,230,86.25,1
10508-3JJO85,10508,2020-04-07,Online,Shipped,,15.77,10508-3JJO85-4,120,23.76,1
11316-9TJL32,11316,2015-06-08,Retail,Completed,,11.14,11316-9TJL32-1,140,23.69,1
11316-9TJL32,11316,2015-06-08,Retail,Completed,,11.14,11316-9TJL32-2,130,35.52,4
11038-1LAI22,11038,2015-12-25,Retail,Completed,,9.65,11038-1LAI22-1,330,106.92,1
11038-1LAI22,11038,2015-12-25,Retail,Completed,,9.65,11038-1LAI22-2,230,78.75,1
11038-1LAI22,11038,2015-12-25,Retail,Completed,,9.65,11038-1LAI22-3,140,19.32,1
11038-1LAI22,11038,2015-12-25,Retail,Completed,,9.65,11038-1LAI22-4,210,102.0,1
12917-6QJF97,12917,2017-05-24,Online,Shipped,,11.99,12917-6QJF97-1,110,40.59,1
12917-6QJF97,12917,2017-05-24,Online,Shipped,,11.99,12917-6QJF97-2,340,10.01,1
13000-7PUS62,13000,2016-12-25,Online,Shipped,,18.89,13000-7PUS62-1,330,109.89,4
11736-7RGU18,11736,2015-03-28,Online,Shipped,,11.11,11736-7RGU18-1,340,11.77,1
12672-4WOZ50,12672,2019-02-09,Retail,Completed,8UEIMF,15.74,12672-4WOZ50-1,150,17.48,1
12672-4WOZ50,12672,2019-02-09,Retail,Completed,8UEIMF,15.74,12672-4WOZ50-2,150,19.95,1
12672-4WOZ50,12672,2019-02-09,Retail,Completed,8UEIMF,15.74,12672-4WOZ50-3,230,72.75,1
11068-4MDU93,11068,2019-02-21,Online,Shipped,,10.46,11068-4MDU93-1,160,17.12,1
12516-2OEO43,12516,2019-08-08,Online,Cancelled,,9.62,12516-2OEO43-1,340,11.22,1
12516-2OEO43,12516,2019-08-08,Online,Cancelled,,9.62,12516-2OEO43-2,330,80.19,1
12516-2OEO43,12516,2019-08-08,Online,Cancelled,,9.62,12516-2OEO43-3,150,16.53,1
12516-2OEO43,12516,2019-08-08,Online,Cancelled,,9.62,12516-2OEO43-4,160,15.52,1
12630-6KLL47,12630,2018-10-14,Online,Shipped,,7.9,12630-6KLL47-1,240,25.75,2
10829-9QXW47,10829,2016-04-25,Online,Shipped,,15.17,10829-9QXW47-1,140,24.84,2
11846-4MPN93,11846,2015-02-11,Online,Shipped,,12.94,11846-4MPN93-1,140,20.24,1
11846-4MPN93,11846,2015-02-11,Online,Shipped,,12.94,11846-4MPN93-2,320,63.36,1
11025-3IUX54,11025,2015-12-26,Online,Shipped,,15.7,11025-3IUX54-1,150,22.42,1
10701-2OUY13,10701,2018-05-01,Online,Shipped,,10.67,10701-2OUY13-1,150,21.66,1
10701-2OUY13,10701,2018-05-01,Online,Shipped,,10.67,10701-2OUY13-2,110,42.23,1
10485-9XHW88,10485,2016-10-21,Online,Shipped,,9.18,10485-9XHW88-1,130,34.24,1
10485-9XHW88,10485,2016-10-21,Online,Shipped,,9.18,10485-9XHW88-2,220,52.0,1
10485-9XHW88,10485,2016-10-21,Online,Shipped,,9.18,10485-9XHW88-3,210,115.0,1
12930-2YZD40,12930,2015-12-01,Retail,Completed,,8.85,12930-2YZD40-1,140,22.08,1
11395-0XFI80,11395,2019-01-12,Retail,Completed,,17.98,11395-0XFI80-1,120,34.2,2
12617-6GQD83,12617,2016-09-16,Retail,Completed,,16.59,12617-6GQD83-1,130,32.64,1
12617-6GQD83,12617,2016-09-16,Retail,Completed,,16.59,12617-6GQD83-2,440,1134.0,1
11127-3WBB45,11127,2020-05-06,Online,Shipped,,7.85,11127-3WBB45-1,120,32.76,1
10489-0KPC41,10489,2019-03-25,Retail,Completed,,12.85,10489-0KPC41-1,330,97.02,1
10893-4OVR89,10893,2016-11-27,Online,Shipped,,12.4,10893-4OVR89-1,410,278.3,1
11191-5SBR99,11191,2016-08-24,Online,Shipped,4LZPMG,13.04,11191-5SBR99-1,230,75.0,1
11191-5SBR99,11191,2016-08-24,Online,Shipped,4LZPMG,13.04,11191-5SBR99-2,140,23.23,1
11191-5SBR99,11191,2016-08-24,Online,Shipped,4LZPMG,13.04,11191-5SBR99-3,120,37.08,1
11191-5SBR99,11191,2016-08-24,Online,Shipped,4LZPMG,13.04,11191-5SBR99-4,410,216.2,1
11191-5SBR99,11191,2016-08-24,Online,Shipped,4LZPMG,13.04,11191-5SBR99-5,140,24.38,1
11074-4FTB95,11074,2020-06-03,Online,Shipped,,11.17,11074-4FTB95-1,420,528.0,1
10380-9UCU65,10380,2015-03-08,Online,Shipped,,13.77,10380-9UCU65-1,150,18.24,1
10380-9UCU65,10380,2015-03-08,Online,Shipped,,13.77,10380-9UCU65-2,230,70.5,1
10184-4VGG39,10184,2018-09-13,Online,Shipped,,6.45,10184-4VGG39-1,130,32.96,1
12653-2KQE49,12653,2017-10-10,Online,Shipped,,9.79,12653-2KQE49-1,160,13.6,1
12653-2KQE49,12653,2017-10-10,Online,Shipped,,9.79,12653-2KQE49-2,110,43.46,1
11322-7HBF80,11322,2019-06-21,Retail,Completed,,11.36,11322-7HBF80-1,230,91.5,1
12775-1DFB17,12775,2020-12-25,Online,Shipped,,12.7,12775-1DFB17-1,320,67.98,1
11488-5XVU72,11488,2018-03-23,Retail,Completed,,17.9,11488-5XVU72-1,440,1363.5,1
11526-3VRK21,11526,2017-03-07,Online,Shipped,,18.38,11526-3VRK21-1,420,484.8,1
11976-1CVO10,11976,2017-02-16,Online,Shipped,,18.32,11976-1CVO10-1,120,38.16,1
11976-1CVO10,11976,2017-02-16,Online,Shipped,,18.32,11976-1CVO10-2,150,16.34,1
10638-9DZJ76,10638,2017-01-21,Online,Shipped,,16.22,10638-9DZJ76-1,240,20.75,1
10638-9DZJ76,10638,2017-01-21,Online,Shipped,,16.22,10638-9DZJ76-2,230,72.75,1
10638-9DZJ76,10638,2017-01-21,Online,Shipped,,16.22,10638-9DZJ76-3,330,89.1,1
10108-6NOT19,10108,2017-06-04,Retail,Completed,4ZBUKW,10.88,10108-6NOT19-1,220,48.0,1
10108-6NOT19,10108,2017-06-04,Retail,Completed,4ZBUKW,10.88,10108-6NOT19-2,220,45.5,1
10108-6NOT19,10108,2017-06-04,Retail,Completed,4ZBUKW,10.88,10108-6NOT19-3,230,66.0,1
10722-3VMR55,10722,2019-06-12,Online,Shipped,5ZWHSN,14.51,10722-3VMR55-1,210,93.0,1
10722-3VMR55,10722,2019-06-12,Online,Shipped,5ZWHSN,14.51,10722-3VMR55-2,130,32.32,1
10722-3VMR55,10722,2019-06-12,Online,Shipped,5ZWHSN,14.51,10722-3VMR55-3,230,76.5,1
11295-3UHW06,11295,2018-03-28,Online,Shipped,,16.96,11295-3UHW06-1,130,30.08,1
11295-3UHW06,11295,2018-03-28,Online,Shipped,,16.96,11295-3UHW06-2,130,29.44,1
10443-8EAC89,10443,2019-02-26,Online,Shipped,,9.84,10443-8EAC89-1,160,14.88,1
10995-0NIJ86,10995,2018-03-03,Online,Shipped,,11.47,10995-0NIJ86-1,230,77.25,1
12500-2WBF42,12500,2019-09-15,Online,Shipped,,8.24,12500-2WBF42-1,140,19.09,1
12500-2WBF42,12500,2019-09-15,Online,Shipped,,8.24,12500-2WBF42-2,140,19.78,1
10141-1EOM18,10141,2020-04-25,Online,Shipped,2VCMOI,13.99,10141-1EOM18-1,140,23.92,1
10141-1EOM18,10141,2020-04-25,Online,Shipped,2VCMOI,13.99,10141-1EOM18-2,140,25.07,1
12829-4ELL13,12829,2017-08-08,Online,Shipped,,10.98,12829-4ELL13-1,150,16.91,1
11693-7IWS06,11693,2019-03-06,Online,Shipped,,15.47,11693-7IWS06-1,230,70.5,1
11688-3IXO29,11688,2018-01-28,Online,Shipped,,18.55,11688-3IXO29-1,150,18.24,1
11688-3IXO29,11688,2018-01-28,Online,Shipped,,18.55,11688-3IXO29-2,160,14.72,1
10347-2UYT44,10347,2020-08-09,Online,Shipped,3XRSWG,11.72,10347-2UYT44-1,130,36.16,1
10347-2UYT44,10347,2020-08-09,Online,Shipped,3XRSWG,11.72,10347-2UYT44-2,150,18.05,1
12701-2FMM97,12701,2018-07-27,Online,Shipped,,17.86,12701-2FMM97-1,130,40.32,3
11546-3NWH15,11546,2020-12-26,Online,Shipped,,16.73,11546-3NWH15-1,110,44.28,1
10941-2GFO91,10941,2017-12-14,Online,Shipped,,17.12,10941-2GFO91-1,240,25.0,1
12553-0OAQ92,12553,2017-09-21,Retail,Completed,,14.03,12553-0OAQ92-1,110,40.59,1
12553-0OAQ92,12553,2017-09-21,Retail,Completed,,14.03,12553-0OAQ92-2,130,32.32,1
12553-0OAQ92,12553,2017-09-21,Retail,Completed,,14.03,12553-0OAQ92-3,160,17.44,1
10181-3KOH80,10181,2018-08-09,Online,Shipped,,7.06,10181-3KOH80-1,150,22.99,1
12857-3EML06,12857,2016-01-06,Online,Shipped,,18.88,12857-3EML06-1,420,470.4,1
12587-0SJK63,12587,2018-04-12,Online,Shipped,,14.65,12587-0SJK63-1,340,12.1,1
12587-0SJK63,12587,2018-04-12,Online,Shipped,,14.65,12587-0SJK63-2,340,11.77,1
12587-0SJK63,12587,2018-04-12,Online,Shipped,,14.65,12587-0SJK63-3,320,68.64,1
10439-5IGL11,10439,2018-10-09,Online,Shipped,,7.9,10439-5IGL11-1,230,82.5,1
10908-4NMY76,10908,2015-02-01,Retail,Completed,,13.55,10908-4NMY76-1,160,16.96,1
10908-4NMY76,10908,2015-02-01,Retail,Completed,,13.55,10908-4NMY76-2,320,59.4,1
10082-3DIZ77,10082,2018-02-06,Retail,Completed,0RUAWX,9.02,10082-3DIZ77-1,230,75.0,1
10082-3DIZ77,10082,2018-02-06,Retail,Completed,0RUAWX,9.02,10082-3DIZ77-2,150,19.95,1
12206-6DCD28,12206,2016-01-10,Online,Shipped,,11.55,12206-6DCD28-1,150,15.58,1
12206-6DCD28,12206,2016-01-10,Online,Shipped,,11.55,12206-6DCD28-2,220,47.5,1
12007-0LKG53,12007,2020-02-28,Online,Shipped,,11.21,12007-0LKG53-1,330,99.99,1
12007-0LKG53,12007,2020-02-28,Online,Shipped,,11.21,12007-0LKG53-2,340,11.77,1
12390-9OTB77,12390,2017-08-05,Online,Shipped,,18.77,12390-9OTB77-1,140,23.0,2
12390-9OTB77,12390,2017-08-05,Online,Shipped,,18.77,12390-9OTB77-2,160,16.96,1
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-1,320,58.74,1
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-2,330,106.92,1
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-3,150,17.67,4
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-4,230,77.25,1
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-5,150,15.77,1
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-6,120,37.44,1
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-7,230,73.5,1
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-8,150,19.19,1
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-9,110,38.95,1
12282-2CKH83,12282,2020-06-03,Online,Shipped,,8.13,12282-2CKH83-10,340,11.66,1
12618-4TFB47,12618,2017-08-14,Online,Shipped,,18.11,12618-4TFB47-1,240,24.0,1
12618-4TFB47,12618,2017-08-14,Online,Shipped,,18.11,12618-4TFB47-2,230,72.0,1
12618-4TFB47,12618,2017-08-14,Online,Shipped,,18.11,12618-4TFB47-3,140,22.31,1
11046-7FDT55,11046,2017-07-11,Online,Shipped,,10.02,11046-7FDT55-1,160,15.68,1
11046-7FDT55,11046,2017-07-11,Online,Shipped,,10.02,11046-7FDT55-2,140,22.54,1
11046-7FDT55,11046,2017-07-11,Online,Shipped,,10.02,11046-7FDT55-3,120,40.32,1
11046-7FDT55,11046,2017-07-11,Online,Shipped,,10.02,11046-7FDT55-4,150,19.19,1
11046-7FDT55,11046,2017-07-11,Online,Shipped,,10.02,11046-7FDT55-5,140,24.38,1
11046-7FDT55,11046,2017-07-11,Online,Shipped,,10.02,11046-7FDT55-6,140,27.83,1
12071-8BKA10,12071,2016-06-08,Retail,Completed,,5.27,12071-8BKA10-1,240,22.5,2
12071-8BKA10,12071,2016-06-08,Retail,Completed,,5.27,12071-8BKA10-2,340,9.35,4
10555-9CMH23,10555,2020-02-17,Online,Shipped,,14.07,10555-9CMH23-1,160,14.72,1
10555-9CMH23,10555,2020-02-17,Online,Shipped,,14.07,10555-9CMH23-2,120,31.32,2
10555-9CMH23,10555,2020-02-17,Online,Shipped,,14.07,10555-9CMH23-3,430,720.0,1
10555-9CMH23,10555,2020-02-17,Online,Shipped,,14.07,10555-9CMH23-4,340,12.54,1
12226-3GMR66,12226,2019-07-07,Online,Shipped,,12.58,12226-3GMR66-1,160,16.96,1
10514-1XHN93,10514,2018-09-01,Online,Shipped,,17.04,10514-1XHN93-1,160,14.24,1
10514-1XHN93,10514,2018-09-01,Online,Shipped,,17.04,10514-1XHN93-2,110,43.05,1
10514-1XHN93,10514,2018-09-01,Online,Shipped,,17.04,10514-1XHN93-3,140,27.83,1
10514-1XHN93,10514,2018-09-01,Online,Shipped,,17.04,10514-1XHN93-4,220,44.5,1
10514-1XHN93,10514,2018-09-01,Online,Shipped,,17.04,10514-1XHN93-5,330,107.91,1
10855-9NGM11,10855,2017-03-19,Online,Shipped,,5.63,10855-9NGM11-1,330,99.99,1
10855-9NGM11,10855,2017-03-19,Online,Shipped,,5.63,10855-9NGM11-2,230,74.25,1
