order_id,customer_id,order_date,order_type,order_status,tracking_code,shipping_amount,order_line_id,product_id,price,quantity
10330-5IPV74,10330,2018-10-26,Online,Delivered,,12.0,10330-5IPV74-1,240,31.6,1.0
10584-8GZO08,10584,2016-10-01,Retail,Delivered,6EVIFW,12.16,10584-8GZO08-1,330,94.96,1.0
10438-9OIC94,10438,2020-12-25,Online,Delivered,0PSRCD,11.74,10438-9OIC94-1,160,23.16,1.0
10438-9OIC94,10438,2020-12-25,Online,Delivered,0PSRCD,11.74,10438-9OIC94-2,120,45.83,2.0
10630-8QHS60,10630,2015-03-12,Online,Delivered,,5.66,10630-8QHS60-1,210,117.6,1.0
10998-4OPA31,10998,2020-08-25,Online,Delivered,,15.96,10998-4OPA31-1,140,36.68,1.0
10998-4OPA31,10998,2020-08-25,Online,Delivered,,15.96,10998-4OPA31-2,150,26.99,1.0
10998-4OPA31,10998,2020-08-25,Online,Delivered,,15.96,10998-4OPA31-3,130,41.17,1.0
10998-4OPA31,10998,2020-08-25,Online,Delivered,,15.96,10998-4OPA31-4,160,19.73,1.0
10998-4OPA31,10998,2020-08-25,Online,Delivered,,15.96,10998-4OPA31-5,330,147.26,1.0
10639-1QTI74,10639,2018-08-27,Online,Returned,,7.47,10639-1QTI74-1,230,83.87,1.0
10639-1QTI74,10639,2018-08-27,Online,Returned,,7.47,10639-1QTI74-2,120,51.2,1.0
10927-9MKB52,10927,2018-01-26,Online,Delivered,,8.64,10927-9MKB52-1,160,22.56,1.0
10927-9MKB52,10927,2018-01-26,Online,Delivered,,8.64,10927-9MKB52-2,220,54.7,1.0
10267-8SOG49,10267,2020-12-12,Retail,Delivered,,9.95,10267-8SOG49-1,150,23.68,1.0
10267-8SOG49,10267,2020-12-12,Retail,Delivered,,9.95,10267-8SOG49-2,160,22.3,1.0
10126-7ZJD46,10126,2015-05-04,Online,Returned,3ILEYQ,15.34,10126-7ZJD46-1,140,23.18,1.0
10539-1GCF08,10539,2020-07-03,Online,Returned,2AELPB,7.6,10539-1GCF08-1,160,17.15,1.0
10539-1GCF08,10539,2020-07-03,Online,Returned,2AELPB,7.6,10539-1GCF08-2,320,84.02,4.0
10539-1GCF08,10539,2020-07-03,Online,Returned,2AELPB,7.6,10539-1GCF08-3,160,22.08,3.0
10539-1GCF08,10539,2020-07-03,Online,Returned,2AELPB,7.6,10539-1GCF08-4,310,45.11,1.0
10660-1DOQ24,10660,2018-02-16,Online,Delivered,,5.75,10660-1DOQ24-1,160,19.64,1.0
10637-1JPV43,10637,2018-10-05,Retail,Returned,,11.98,10637-1JPV43-1,330,122.74,2.0
10710-9MJP04,10710,2019-02-23,Online,Delivered,,17.17,10710-9MJP04-1,160,19.2,1.0
10364-4RMM01,10364,2020-06-19,Retail,Delivered,,8.7,10364-4RMM01-1,140,33.29,1.0
10886-3LNH10,10886,2017-10-24,Online,Delivered,,9.63,10886-3LNH10-1,140,22.9,1.0
10721-3FZI12,10721,2017-03-14,Online,Delivered,,18.15,10721-3FZI12-1,160,16.67,1.0
10738-8RKZ08,10738,2019-11-09,Online,Delivered,,16.54,10738-8RKZ08-1,330,117.51,1.0
10738-8RKZ08,10738,2019-11-09,Online,Delivered,,16.54,10738-8RKZ08-2,310,46.33,1.0
10245-3LMC17,10245,2018-06-10,Online,Delivered,,18.25,10245-3LMC17-1,230,106.66,1.0
10245-3LMC17,10245,2018-06-10,Online,Delivered,,18.25,10245-3LMC17-2,130,42.79,2.0
10179-6ZSM02,10179,2018-12-21,Online,Delivered,,13.34,10179-6ZSM02-1,240,28.26,1.0
10895-6ODQ88,10895,2015-12-12,Retail,Cancelled,,18.27,10895-6ODQ88-1,120,36.29,1.0
10118-9NZI90,10118,2019-12-08,Retail,Delivered,,9.1,10118-9NZI90-1,120,43.19,1.0
10118-9NZI90,10118,2019-12-08,Retail,Delivered,,9.1,10118-9NZI90-2,240,32.23,2.0
10929-5CHX72,10929,2019-11-14,Retail,Delivered,,13.32,10929-5CHX72-1,160,18.58,1.0
10496-4EVR72,10496,2016-10-20,Retail,Returned,,6.73,10496-4EVR72-1,430,730.3,1.0
10496-4EVR72,10496,2016-10-20,Retail,Returned,,6.73,10496-4EVR72-2,330,132.07,1.0
10387-1YZA02,10387,2020-12-03,Online,Delivered,,18.83,10387-1YZA02-1,160,24.87,1.0
10387-1YZA02,10387,2020-12-03,Online,Delivered,,18.83,10387-1YZA02-2,130,45.88,1.0
10325-9JGK95,10325,2016-02-12,Retail,Delivered,,6.92,10325-9JGK95-1,160,14.64,1.0
10325-9JGK95,10325,2016-02-12,Retail,Delivered,,6.92,10325-9JGK95-2,110,38.42,1.0
10330-5RAW88,10330,2015-04-06,Retail,Delivered,,16.9,10330-5RAW88-1,330,107.07,1.0
10655-9TYN53,10655,2016-01-10,Online,Delivered,,15.38,10655-9TYN53-1,150,21.79,1.0
10655-9TYN53,10655,2016-01-10,Online,Delivered,,15.38,10655-9TYN53-2,150,22.41,1.0
10655-9TYN53,10655,2016-01-10,Online,Delivered,,15.38,10655-9TYN53-3,150,23.25,1.0
10655-9TYN53,10655,2016-01-10,Online,Delivered,,15.38,10655-9TYN53-4,140,23.33,2.0
10655-9TYN53,10655,2016-01-10,Online,Delivered,,15.38,10655-9TYN53-5,160,16.93,2.0
10353-6FCY13,10353,2019-01-07,Online,Delivered,3QCYDA,12.93,10353-6FCY13-1,150,21.82,1.0
10353-6FCY13,10353,2019-01-07,Online,Delivered,3QCYDA,12.93,10353-6FCY13-2,340,14.6,1.0
10047-3BKN76,10047,2018-03-24,Retail,Delivered,,17.37,10047-3BKN76-1,150,19.63,1.0
10518-5EVP65,10518,2015-01-05,Online,Delivered,6FWEOU,5.09,10518-5EVP65-1,160,16.8,1.0
10457-5FFN80,10457,2017-12-06,Retail,Delivered,7KGZHZ,8.13,10457-5FFN80-1,120,37.92,2.0
10263-4DJT32,10263,2018-03-10,Online,Delivered,,11.39,10263-4DJT32-1,440,1640.93,1.0
10263-4DJT32,10263,2018-03-10,Online,Delivered,,11.39,10263-4DJT32-2,120,53.82,1.0
10676-5LAR78,10676,2020-02-09,Online,Delivered,,10.26,10676-5LAR78-1,240,32.16,1.0
10276-9YSG53,10276,2020-06-09,Retail,Delivered,,14.1,10276-9YSG53-1,160,20.16,2.0
10276-9YSG53,10276,2020-06-09,Retail,Delivered,,14.1,10276-9YSG53-2,210,121.95,1.0
10561-6NYR70,10561,2015-12-24,Online,Delivered,,10.52,10561-6NYR70-1,160,17.47,1.0
10452-9XUC91,10452,2018-06-04,Online,Delivered,,18.97,10452-9XUC91-1,240,27.35,1.0
10083-6MYG95,10083,2019-06-13,Online,Delivered,5ZWHSN,16.5,10083-6MYG95-1,230,85.19,1.0
10433-1SBV65,10433,2020-10-04,Online,Delivered,,18.37,10433-1SBV65-1,220,54.94,1.0
10433-1SBV65,10433,2020-10-04,Online,Delivered,,18.37,10433-1SBV65-2,240,28.81,1.0
10639-4UCB68,10639,2018-03-08,Retail,Delivered,1CATLA,12.4,10639-4UCB68-1,410,273.98,1.0
10639-4UCB68,10639,2018-03-08,Retail,Delivered,1CATLA,12.4,10639-4UCB68-2,160,18.28,1.0
10266-9BUL34,10266,2019-05-21,Retail,Delivered,8CGKFO,18.01,10266-9BUL34-1,320,90.13,1.0
10266-9BUL34,10266,2019-05-21,Retail,Delivered,8CGKFO,18.01,10266-9BUL34-2,150,27.89,1.0
10465-1MGK70,10465,2015-09-05,Retail,Delivered,,12.27,10465-1MGK70-1,330,95.63,1.0
10995-3OID55,10995,2015-09-04,Online,Returned,4YORKP,10.39,10995-3OID55-1,130,40.32,1.0
10995-3OID55,10995,2015-09-04,Online,Returned,4YORKP,10.39,10995-3OID55-2,330,93.55,1.0
10145-6MWS39,10145,2016-08-12,Retail,Delivered,8EMVOY,14.0,10145-6MWS39-1,230,84.34,1.0
10616-2AKC84,10616,2017-03-18,Retail,Delivered,,15.93,10616-2AKC84-1,160,16.3,1.0
10616-2AKC84,10616,2017-03-18,Retail,Delivered,,15.93,10616-2AKC84-2,320,65.71,1.0
10644-6YGQ06,10644,2015-02-16,Online,Delivered,3XNYND,11.95,10644-6YGQ06-1,140,24.63,1.0
10644-6YGQ06,10644,2015-02-16,Online,Delivered,3XNYND,11.95,10644-6YGQ06-2,120,40.82,1.0
10644-6YGQ06,10644,2015-02-16,Online,Delivered,3XNYND,11.95,10644-6YGQ06-3,150,22.34,1.0
10644-6YGQ06,10644,2015-02-16,Online,Delivered,3XNYND,11.95,10644-6YGQ06-4,160,14.28,1.0
10644-6YGQ06,10644,2015-02-16,Online,Delivered,3XNYND,11.95,10644-6YGQ06-5,320,61.68,2.0
10644-6YGQ06,10644,2015-02-16,Online,Delivered,3XNYND,11.95,10644-6YGQ06-6,220,58.28,1.0
10644-6YGQ06,10644,2015-02-16,Online,Delivered,3XNYND,11.95,10644-6YGQ06-7,120,41.96,1.0
10987-1UGR04,10987,2015-10-22,Online,Delivered,,11.18,10987-1UGR04-1,230,77.96,1.0
10063-7QGX47,10063,2015-01-11,Online,Delivered,,6.12,10063-7QGX47-1,160,18.82,1.0
10063-7QGX47,10063,2015-01-11,Online,Delivered,,6.12,10063-7QGX47-2,310,32.92,1.0
10063-7QGX47,10063,2015-01-11,Online,Delivered,,6.12,10063-7QGX47-3,440,1247.4,1.0
10960-8SJC32,10960,2016-07-20,Retail,Delivered,0UECJQ,5.57,10960-8SJC32-1,440,1652.1,1.0
10927-3TBL27,10927,2016-12-06,Online,Delivered,,12.52,10927-3TBL27-1,230,84.34,1.0
10927-3TBL27,10927,2016-12-06,Online,Delivered,,12.52,10927-3TBL27-2,160,16.76,1.0
10567-7EIM20,10567,2019-10-19,Retail,Delivered,,6.57,10567-7EIM20-1,320,85.92,1.0
10900-3XAA80,10900,2020-02-19,Online,Delivered,,17.48,10900-3XAA80-1,230,90.46,1.0
10900-3XAA80,10900,2020-02-19,Online,Delivered,,17.48,10900-3XAA80-2,150,24.95,1.0
10099-5SGM00,10099,2018-02-12,Retail,Delivered,0RUAWX,8.43,10099-5SGM00-1,330,115.52,1.0
10099-5SGM00,10099,2018-02-12,Retail,Delivered,0RUAWX,8.43,10099-5SGM00-2,160,20.23,1.0
10099-5SGM00,10099,2018-02-12,Retail,Delivered,0RUAWX,8.43,10099-5SGM00-3,130,40.84,1.0
10165-2HZW89,10165,2020-10-11,Online,Delivered,,9.68,10165-2HZW89-1,120,45.35,1.0
10165-2HZW89,10165,2020-10-11,Online,Delivered,,9.68,10165-2HZW89-2,340,16.8,1.0
10165-2HZW89,10165,2020-10-11,Online,Delivered,,9.68,10165-2HZW89-3,160,21.01,1.0
10165-2HZW89,10165,2020-10-11,Online,Delivered,,9.68,10165-2HZW89-4,160,22.51,1.0
10578-7IMV42,10578,2017-12-21,Retail,Delivered,,11.41,10578-7IMV42-1,160,18.15,1.0
10578-7IMV42,10578,2017-12-21,Retail,Delivered,,11.41,10578-7IMV42-2,330,119.19,1.0
10578-7IMV42,10578,2017-12-21,Retail,Delivered,,11.41,10578-7IMV42-3,120,35.84,1.0
10774-1ECQ56,10774,2019-11-19,Online,Delivered,3HUFVC,12.07,10774-1ECQ56-1,330,96.03,1.0
10774-1ECQ56,10774,2019-11-19,Online,Delivered,3HUFVC,12.07,10774-1ECQ56-2,140,29.65,1.0
10774-1ECQ56,10774,2019-11-19,Online,Delivered,3HUFVC,12.07,10774-1ECQ56-3,330,104.87,3.0
10774-1ECQ56,10774,2019-11-19,Online,Delivered,3HUFVC,12.07,10774-1ECQ56-4,110,54.42,1.0
10398-7LVB87,10398,2019-03-21,Online,Delivered,,12.95,10398-7LVB87-1,230,110.08,1.0
10398-7LVB87,10398,2019-03-21,Online,Delivered,,12.95,10398-7LVB87-2,240,30.95,1.0
10334-1WIQ48,10334,2018-10-08,Retail,Delivered,2RZMWB,11.56,10334-1WIQ48-1,160,19.64,1.0
10334-1WIQ48,10334,2018-10-08,Retail,Delivered,2RZMWB,11.56,10334-1WIQ48-2,240,31.0,1.0
10478-4IKL98,10478,2019-05-06,Online,Returned,9PVRJD,5.97,10478-4IKL98-1,140,26.42,4.0
10981-5PGH30,10981,2017-10-12,Online,Delivered,,11.67,10981-5PGH30-1,150,23.97,2.0
10345-5LXY51,10345,2016-08-03,Retail,Returned,,6.25,10345-5LXY51-1,160,18.17,1.0
10469-9DNR18,10469,2017-08-25,Online,Delivered,5HYJUG,11.97,10469-9DNR18-1,120,36.26,1.0
10469-9DNR18,10469,2017-08-25,Online,Delivered,5HYJUG,11.97,10469-9DNR18-2,150,19.58,1.0
10593-1USX38,10593,2019-05-07,Retail,Delivered,9PVRJD,8.34,10593-1USX38-1,210,131.46,1.0
10357-3WDV98,10357,2017-05-20,Online,Delivered,3UFOMM,8.6,10357-3WDV98-1,150,21.34,1.0
10750-3UMQ87,10750,2020-01-26,Online,Delivered,1JSCLJ,9.11,10750-3UMQ87-1,310,48.2,1.0
10972-3VTG51,10972,2017-10-16,Retail,Delivered,,9.47,10972-3VTG51-1,320,62.65,1.0
10972-3VTG51,10972,2017-10-16,Retail,Delivered,,9.47,10972-3VTG51-2,150,19.14,1.0
10972-3VTG51,10972,2017-10-16,Retail,Delivered,,9.47,10972-3VTG51-3,340,12.35,1.0
10972-3VTG51,10972,2017-10-16,Retail,Delivered,,9.47,10972-3VTG51-4,320,73.35,1.0
10921-0VPU37,10921,2019-09-13,Online,Delivered,,8.28,10921-0VPU37-1,340,11.93,3.0
10921-0VPU37,10921,2019-09-13,Online,Delivered,,8.28,10921-0VPU37-2,110,56.51,2.0
10886-6TET17,10886,2020-11-09,Online,Delivered,,7.15,10886-6TET17-1,140,28.97,1.0
10886-6TET17,10886,2020-11-09,Online,Delivered,,7.15,10886-6TET17-2,110,43.41,1.0
10554-1YUB33,10554,2018-06-09,Online,Delivered,,11.61,10554-1YUB33-1,150,25.17,1.0
10554-1YUB33,10554,2018-06-09,Online,Delivered,,11.61,10554-1YUB33-2,140,31.03,1.0
10554-1YUB33,10554,2018-06-09,Online,Delivered,,11.61,10554-1YUB33-3,150,23.79,1.0
10554-1YUB33,10554,2018-06-09,Online,Delivered,,11.61,10554-1YUB33-4,140,29.07,1.0
10554-1YUB33,10554,2018-06-09,Online,Delivered,,11.61,10554-1YUB33-5,150,22.63,1.0
10842-2DSE94,10842,2017-10-16,Online,Delivered,,10.56,10842-2DSE94-1,340,13.37,1.0
10842-2DSE94,10842,2017-10-16,Online,Delivered,,10.56,10842-2DSE94-2,220,65.98,1.0
10842-2DSE94,10842,2017-10-16,Online,Delivered,,10.56,10842-2DSE94-3,140,27.42,4.0
10842-2DSE94,10842,2017-10-16,Online,Delivered,,10.56,10842-2DSE94-4,410,287.55,1.0
10842-2DSE94,10842,2017-10-16,Online,Delivered,,10.56,10842-2DSE94-5,130,40.01,1.0
10842-2DSE94,10842,2017-10-16,Online,Delivered,,10.56,10842-2DSE94-6,230,89.43,1.0
10979-6XYZ29,10979,2019-05-10,Online,Delivered,,5.37,10979-6XYZ29-1,330,141.51,1.0
10979-6XYZ29,10979,2019-05-10,Online,Delivered,,5.37,10979-6XYZ29-2,410,361.06,1.0
10054-5GXE58,10054,2018-11-08,Online,Delivered,,7.34,10054-5GXE58-1,140,25.16,1.0
10922-5UAG83,10922,2019-03-17,Retail,Delivered,,12.41,10922-5UAG83-1,140,30.24,4.0
10922-5UAG83,10922,2019-03-17,Retail,Delivered,,12.41,10922-5UAG83-2,160,17.56,1.0
10922-5UAG83,10922,2019-03-17,Retail,Delivered,,12.41,10922-5UAG83-3,330,132.67,1.0
10427-6OMO81,10427,2020-11-04,Online,Delivered,,7.84,10427-6OMO81-1,150,21.13,3.0
10989-9YPC27,10989,2017-04-23,Online,Delivered,,14.73,10989-9YPC27-1,340,14.26,1.0
10989-9YPC27,10989,2017-04-23,Online,Delivered,,14.73,10989-9YPC27-2,310,50.04,1.0
10269-9JYI73,10269,2017-12-17,Online,Returned,3YIUHU,13.99,10269-9JYI73-1,310,28.65,1.0
10269-9JYI73,10269,2017-12-17,Online,Returned,3YIUHU,13.99,10269-9JYI73-2,340,12.35,1.0
10269-9JYI73,10269,2017-12-17,Online,Returned,3YIUHU,13.99,10269-9JYI73-3,240,33.28,1.0
10542-5GGQ32,10542,2020-11-05,Online,Returned,,13.05,10542-5GGQ32-1,410,286.65,1.0
10542-5GGQ32,10542,2020-11-05,Online,Returned,,13.05,10542-5GGQ32-2,110,51.65,1.0
10373-8UCL46,10373,2017-11-22,Retail,Delivered,,12.72,10373-8UCL46-1,310,42.02,1.0
10373-8UCL46,10373,2017-11-22,Retail,Delivered,,12.72,10373-8UCL46-2,160,22.23,1.0
10373-8UCL46,10373,2017-11-22,Retail,Delivered,,12.72,10373-8UCL46-3,120,40.84,1.0
10242-5TNX76,10242,2017-12-01,Retail,Delivered,7KGZHZ,9.12,10242-5TNX76-1,240,27.49,1.0
10242-5TNX76,10242,2017-12-01,Retail,Delivered,7KGZHZ,9.12,10242-5TNX76-2,230,79.01,2.0
10907-9CGI69,10907,2016-04-22,Online,Delivered,,14.85,10907-9CGI69-1,230,88.48,1.0
10907-9CGI69,10907,2016-04-22,Online,Delivered,,14.85,10907-9CGI69-2,240,28.94,1.0
10907-9CGI69,10907,2016-04-22,Online,Delivered,,14.85,10907-9CGI69-3,330,113.51,1.0
10691-5GZG37,10691,2019-09-15,Online,Delivered,,17.02,10691-5GZG37-1,150,25.95,1.0
10935-6JAG49,10935,2019-12-09,Online,Delivered,,9.92,10935-6JAG49-1,340,13.62,1.0
10935-6JAG49,10935,2019-12-09,Online,Delivered,,9.92,10935-6JAG49-2,240,31.91,1.0
10380-1RSI84,10380,2020-03-08,Online,Delivered,,14.59,10380-1RSI84-1,240,31.49,1.0
10394-2BRY16,10394,2018-01-17,Online,Returned,,8.43,10394-2BRY16-1,140,31.87,1.0
10394-2BRY16,10394,2018-01-17,Online,Returned,,8.43,10394-2BRY16-2,240,31.91,1.0
10781-1WLH32,10781,2015-07-23,Online,Returned,6VRXUF,16.35,10781-1WLH32-1,330,97.71,3.0
10945-8DQZ77,10945,2018-04-25,Online,Delivered,,14.07,10945-8DQZ77-1,330,120.34,1.0
10005-1UAU52,10005,2019-01-13,Online,Delivered,3QCYDA,17.45,10005-1UAU52-1,150,22.79,1.0
10734-1HYJ93,10734,2015-10-07,Retail,Delivered,7MBLMQ,12.83,10734-1HYJ93-1,410,234.25,1.0
10734-1HYJ93,10734,2015-10-07,Retail,Delivered,7MBLMQ,12.83,10734-1HYJ93-2,160,14.78,1.0
10734-1HYJ93,10734,2015-10-07,Retail,Delivered,7MBLMQ,12.83,10734-1HYJ93-3,340,10.28,1.0
10734-1HYJ93,10734,2015-10-07,Retail,Delivered,7MBLMQ,12.83,10734-1HYJ93-4,130,35.95,1.0
10929-5NHA62,10929,2019-08-24,Online,Delivered,,9.78,10929-5NHA62-1,160,22.26,1.0
10387-9ABQ12,10387,2017-03-13,Retail,Delivered,,18.96,10387-9ABQ12-1,230,96.37,1.0
10387-9ABQ12,10387,2017-03-13,Retail,Delivered,,18.96,10387-9ABQ12-2,210,105.34,4.0
10287-0KLH11,10287,2015-10-26,Retail,Delivered,,11.07,10287-0KLH11-1,140,23.43,1.0
10287-0KLH11,10287,2015-10-26,Retail,Delivered,,11.07,10287-0KLH11-2,220,46.73,1.0
10359-8WZZ27,10359,2015-08-06,Online,Delivered,,8.35,10359-8WZZ27-1,120,36.67,1.0
10359-8WZZ27,10359,2015-08-06,Online,Delivered,,8.35,10359-8WZZ27-2,240,21.26,2.0
10885-1VKP68,10885,2016-11-19,Online,Delivered,,12.97,10885-1VKP68-1,320,71.31,1.0
10127-5BIK52,10127,2018-01-02,Retail,Delivered,,18.18,10127-5BIK52-1,240,26.74,1.0
10218-4UUU46,10218,2020-04-25,Retail,Delivered,,12.31,10218-4UUU46-1,240,31.16,1.0
